1.0,41.0,44.0,33.0,37.0,36.0,45.0,42.0,49.0,45.0,56.0,64.0,56.0,57.0,52.0,51.0,66.0,85.0,85.0,0.59,0.52,0.41,0.4,0.37,0.37,0.47,0.69,0.56,0.2,0.18,0.12,0.11,0.1,0.13,0.14,0.23,0.18,4.2,2.9,3.4,3.0,2.5,2.2,2.5,2.3,2.1,14.0,11.0,14.0,12.0,11.0,11.0,22.0,28.0,19.0,18.0,14.0,17.0,15.0,14.0,13.0,25.0,30.0,21.0,44.0,58.0,50.0,57.0,65.0,64.0,51.0,34.0,33.0,45.0,37.0,40.0,42.0,47.0,49.0,56.0,67.0,72.0,4.5,2.7,3.5,3.6,3.9,4.4,9.9,5.1,3.4
1.0,44.0,33.0,37.0,36.0,45.0,42.0,49.0,45.0,44.0,64.0,56.0,57.0,52.0,51.0,66.0,85.0,85.0,63.0,0.52,0.41,0.4,0.37,0.37,0.47,0.69,0.56,0.45,0.18,0.12,0.11,0.1,0.13,0.14,0.23,0.18,0.12,2.9,3.4,3.0,2.5,2.2,2.5,2.3,2.1,1.9,11.0,14.0,12.0,11.0,11.0,22.0,28.0,19.0,12.0,14.0,17.0,15.0,14.0,13.0,25.0,30.0,21.0,13.0,58.0,50.0,57.0,65.0,64.0,51.0,34.0,33.0,34.0,37.0,40.0,42.0,47.0,49.0,56.0,67.0,72.0,69.0,2.7,3.5,3.6,3.9,4.4,9.9,5.1,3.4,2.3
1.0,33.0,37.0,36.0,45.0,42.0,49.0,45.0,44.0,41.0,56.0,57.0,52.0,51.0,66.0,85.0,85.0,63.0,46.0,0.41,0.4,0.37,0.37,0.47,0.69,0.56,0.45,0.38,0.12,0.11,0.1,0.13,0.14,0.23,0.18,0.12,0.1,3.4,3.0,2.5,2.2,2.5,2.3,2.1,1.9,1.5,14.0,12.0,11.0,11.0,22.0,28.0,19.0,12.0,8.1,17.0,15.0,14.0,13.0,25.0,30.0,21.0,13.0,9.7,50.0,57.0,65.0,64.0,51.0,34.0,33.0,34.0,37.0,40.0,42.0,47.0,49.0,56.0,67.0,72.0,69.0,70.0,3.5,3.6,3.9,4.4,9.9,5.1,3.4,2.3,2.0
1.0,37.0,36.0,45.0,42.0,49.0,45.0,44.0,41.0,30.0,57.0,52.0,51.0,66.0,85.0,85.0,63.0,46.0,36.0,0.4,0.37,0.37,0.47,0.69,0.56,0.45,0.38,0.35,0.11,0.1,0.13,0.14,0.23,0.18,0.12,0.1,0.09,3.0,2.5,2.2,2.5,2.3,2.1,1.9,1.5,1.6,12.0,11.0,11.0,22.0,28.0,19.0,12.0,8.1,7.0,15.0,14.0,13.0,25.0,30.0,21.0,13.0,9.7,8.6,57.0,65.0,64.0,51.0,34.0,33.0,34.0,37.0,38.0,42.0,47.0,49.0,56.0,67.0,72.0,69.0,70.0,70.0,3.6,3.9,4.4,9.9,5.1,3.4,2.3,2.0,1.9
1.0,36.0,45.0,42.0,49.0,45.0,44.0,41.0,30.0,24.0,52.0,51.0,66.0,85.0,85.0,63.0,46.0,36.0,42.0,0.37,0.37,0.47,0.69,0.56,0.45,0.38,0.35,0.36,0.1,0.13,0.14,0.23,0.18,0.12,0.1,0.09,0.1,2.5,2.2,2.5,2.3,2.1,1.9,1.5,1.6,1.8,11.0,11.0,22.0,28.0,19.0,12.0,8.1,7.0,6.9,14.0,13.0,25.0,30.0,21.0,13.0,9.7,8.6,8.7,65.0,64.0,51.0,34.0,33.0,34.0,37.0,38.0,38.0,47.0,49.0,56.0,67.0,72.0,69.0,70.0,70.0,70.0,3.9,4.4,9.9,5.1,3.4,2.3,2.0,1.9,1.9
1.0,45.0,42.0,49.0,45.0,44.0,41.0,30.0,24.0,13.0,51.0,66.0,85.0,85.0,63.0,46.0,36.0,42.0,42.0,0.37,0.47,0.69,0.56,0.45,0.38,0.35,0.36,0.32,0.13,0.14,0.23,0.18,0.12,0.1,0.09,0.1,0.08,2.2,2.5,2.3,2.1,1.9,1.5,1.6,1.8,1.5,11.0,22.0,28.0,19.0,12.0,8.1,7.0,6.9,6.0,13.0,25.0,30.0,21.0,13.0,9.7,8.6,8.7,7.5,64.0,51.0,34.0,33.0,34.0,37.0,38.0,38.0,36.0,49.0,56.0,67.0,72.0,69.0,70.0,70.0,70.0,69.0,4.4,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9
1.0,42.0,49.0,45.0,44.0,41.0,30.0,24.0,13.0,21.0,66.0,85.0,85.0,63.0,46.0,36.0,42.0,42.0,49.0,0.47,0.69,0.56,0.45,0.38,0.35,0.36,0.32,0.26,0.14,0.23,0.18,0.12,0.1,0.09,0.1,0.08,0.06,2.5,2.3,2.1,1.9,1.5,1.6,1.8,1.5,1.4,22.0,28.0,19.0,12.0,8.1,7.0,6.9,6.0,3.7,25.0,30.0,21.0,13.0,9.7,8.6,8.7,7.5,5.0,51.0,34.0,33.0,34.0,37.0,38.0,38.0,36.0,39.0,56.0,67.0,72.0,69.0,70.0,70.0,70.0,69.0,65.0,9.9,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.8
1.0,49.0,45.0,44.0,41.0,30.0,24.0,13.0,21.0,23.0,85.0,85.0,63.0,46.0,36.0,42.0,42.0,49.0,34.0,0.69,0.56,0.45,0.38,0.35,0.36,0.32,0.26,0.25,0.23,0.18,0.12,0.1,0.09,0.1,0.08,0.06,0.05,2.3,2.1,1.9,1.5,1.6,1.8,1.5,1.4,1.1,28.0,19.0,12.0,8.1,7.0,6.9,6.0,3.7,3.2,30.0,21.0,13.0,9.7,8.6,8.7,7.5,5.0,4.3,34.0,33.0,34.0,37.0,38.0,38.0,36.0,39.0,38.0,67.0,72.0,69.0,70.0,70.0,70.0,69.0,65.0,66.0,5.1,3.4,2.3,2.0,1.9,1.9,1.9,1.8,0.8
1.0,45.0,44.0,41.0,30.0,24.0,13.0,21.0,23.0,30.0,85.0,63.0,46.0,36.0,42.0,42.0,49.0,34.0,31.0,0.56,0.45,0.38,0.35,0.36,0.32,0.26,0.25,0.28,0.18,0.12,0.1,0.09,0.1,0.08,0.06,0.05,0.06,2.1,1.9,1.5,1.6,1.8,1.5,1.4,1.1,1.3,19.0,12.0,8.1,7.0,6.9,6.0,3.7,3.2,3.3,21.0,13.0,9.7,8.6,8.7,7.5,5.0,4.3,4.7,33.0,34.0,37.0,38.0,38.0,36.0,39.0,38.0,39.0,72.0,69.0,70.0,70.0,70.0,69.0,65.0,66.0,70.0,3.4,2.3,2.0,1.9,1.9,1.9,1.8,0.8,0.9
1.0,44.0,41.0,30.0,24.0,13.0,21.0,23.0,30.0,30.0,63.0,46.0,36.0,42.0,42.0,49.0,34.0,31.0,16.0,0.45,0.38,0.35,0.36,0.32,0.26,0.25,0.28,0.27,0.12,0.1,0.09,0.1,0.08,0.06,0.05,0.06,0.05,1.9,1.5,1.6,1.8,1.5,1.4,1.1,1.3,1.0,12.0,8.1,7.0,6.9,6.0,3.7,3.2,3.3,3.1,13.0,9.7,8.6,8.7,7.5,5.0,4.3,4.7,4.1,34.0,37.0,38.0,38.0,36.0,39.0,38.0,39.0,39.0,69.0,70.0,70.0,70.0,69.0,65.0,66.0,70.0,71.0,2.3,2.0,1.9,1.9,1.9,1.8,0.8,0.9,0.8
1.0,41.0,30.0,24.0,13.0,21.0,23.0,30.0,30.0,22.0,46.0,36.0,42.0,42.0,49.0,34.0,31.0,16.0,18.0,0.38,0.35,0.36,0.32,0.26,0.25,0.28,0.27,0.24,0.1,0.09,0.1,0.08,0.06,0.05,0.06,0.05,0.05,1.5,1.6,1.8,1.5,1.4,1.1,1.3,1.0,1.2,8.1,7.0,6.9,6.0,3.7,3.2,3.3,3.1,3.1,9.7,8.6,8.7,7.5,5.0,4.3,4.7,4.1,4.3,37.0,38.0,38.0,36.0,39.0,38.0,39.0,39.0,34.0,70.0,70.0,70.0,69.0,65.0,66.0,70.0,71.0,70.0,2.0,1.9,1.9,1.9,1.8,0.8,0.9,0.8,0.8
1.0,30.0,24.0,13.0,21.0,23.0,30.0,30.0,22.0,18.0,36.0,42.0,42.0,49.0,34.0,31.0,16.0,18.0,8.0,0.35,0.36,0.32,0.26,0.25,0.28,0.27,0.24,0.26,0.09,0.1,0.08,0.06,0.05,0.06,0.05,0.05,0.07,1.6,1.8,1.5,1.4,1.1,1.3,1.0,1.2,1.1,7.0,6.9,6.0,3.7,3.2,3.3,3.1,3.1,4.3,8.6,8.7,7.5,5.0,4.3,4.7,4.1,4.3,5.5,38.0,38.0,36.0,39.0,38.0,39.0,39.0,34.0,31.0,70.0,70.0,69.0,65.0,66.0,70.0,71.0,70.0,67.0,1.9,1.9,1.9,1.8,0.8,0.9,0.8,0.8,0.7
1.0,24.0,13.0,21.0,23.0,30.0,30.0,22.0,18.0,13.0,42.0,42.0,49.0,34.0,31.0,16.0,18.0,8.0,16.0,0.36,0.32,0.26,0.25,0.28,0.27,0.24,0.26,0.34,0.1,0.08,0.06,0.05,0.06,0.05,0.05,0.07,0.09,1.8,1.5,1.4,1.1,1.3,1.0,1.2,1.1,1.6,6.9,6.0,3.7,3.2,3.3,3.1,3.1,4.3,9.4,8.7,7.5,5.0,4.3,4.7,4.1,4.3,5.5,11.0,38.0,36.0,39.0,38.0,39.0,39.0,34.0,31.0,30.0,70.0,69.0,65.0,66.0,70.0,71.0,70.0,67.0,59.0,1.9,1.9,1.8,0.8,0.9,0.8,0.8,0.7,0.8
1.0,13.0,21.0,23.0,30.0,30.0,22.0,18.0,13.0,13.0,42.0,49.0,34.0,31.0,16.0,18.0,8.0,16.0,24.0,0.32,0.26,0.25,0.28,0.27,0.24,0.26,0.34,0.56,0.08,0.06,0.05,0.06,0.05,0.05,0.07,0.09,0.19,1.5,1.4,1.1,1.3,1.0,1.2,1.1,1.6,8.4,6.0,3.7,3.2,3.3,3.1,3.1,4.3,9.4,19.0,7.5,5.0,4.3,4.7,4.1,4.3,5.5,11.0,27.0,36.0,39.0,38.0,39.0,39.0,34.0,31.0,30.0,18.0,69.0,65.0,66.0,70.0,71.0,70.0,67.0,59.0,60.0,1.9,1.8,0.8,0.9,0.8,0.8,0.7,0.8,1.2
1.0,21.0,23.0,30.0,30.0,22.0,18.0,13.0,13.0,11.0,49.0,34.0,31.0,16.0,18.0,8.0,16.0,24.0,37.0,0.26,0.25,0.28,0.27,0.24,0.26,0.34,0.56,0.79,0.06,0.05,0.06,0.05,0.05,0.07,0.09,0.19,0.31,1.4,1.1,1.3,1.0,1.2,1.1,1.6,8.4,17.0,3.7,3.2,3.3,3.1,3.1,4.3,9.4,19.0,26.0,5.0,4.3,4.7,4.1,4.3,5.5,11.0,27.0,43.0,39.0,38.0,39.0,39.0,34.0,31.0,30.0,18.0,17.0,65.0,66.0,70.0,71.0,70.0,67.0,59.0,60.0,55.0,1.8,0.8,0.9,0.8,0.8,0.7,0.8,1.2,3.3
1.0,23.0,30.0,30.0,22.0,18.0,13.0,13.0,11.0,22.0,34.0,31.0,16.0,18.0,8.0,16.0,24.0,37.0,58.0,0.25,0.28,0.27,0.24,0.26,0.34,0.56,0.79,1.05,0.05,0.06,0.05,0.05,0.07,0.09,0.19,0.31,0.5,1.1,1.3,1.0,1.2,1.1,1.6,8.4,17.0,17.0,3.2,3.3,3.1,3.1,4.3,9.4,19.0,26.0,36.0,4.3,4.7,4.1,4.3,5.5,11.0,27.0,43.0,53.0,38.0,39.0,39.0,34.0,31.0,30.0,18.0,17.0,24.0,66.0,70.0,71.0,70.0,67.0,59.0,60.0,55.0,50.0,0.8,0.9,0.8,0.8,0.7,0.8,1.2,3.3,8.3
1.0,30.0,30.0,22.0,18.0,13.0,13.0,11.0,22.0,25.0,31.0,16.0,18.0,8.0,16.0,24.0,37.0,58.0,51.0,0.28,0.27,0.24,0.26,0.34,0.56,0.79,1.05,0.3,0.06,0.05,0.05,0.07,0.09,0.19,0.31,0.5,0.13,1.3,1.0,1.2,1.1,1.6,8.4,17.0,17.0,2.2,3.3,3.1,3.1,4.3,9.4,19.0,26.0,36.0,8.4,4.7,4.1,4.3,5.5,11.0,27.0,43.0,53.0,11.0,39.0,39.0,34.0,31.0,30.0,18.0,17.0,24.0,46.0,70.0,71.0,70.0,67.0,59.0,60.0,55.0,50.0,40.0,0.9,0.8,0.8,0.7,0.8,1.2,3.3,8.3,1.9
1.0,30.0,22.0,18.0,13.0,13.0,11.0,22.0,25.0,34.0,16.0,18.0,8.0,16.0,24.0,37.0,58.0,51.0,63.0,0.27,0.24,0.26,0.34,0.56,0.79,1.05,0.3,0.37,0.05,0.05,0.07,0.09,0.19,0.31,0.5,0.13,0.18,1.0,1.2,1.1,1.6,8.4,17.0,17.0,2.2,4.8,3.1,3.1,4.3,9.4,19.0,26.0,36.0,8.4,17.0,4.1,4.3,5.5,11.0,27.0,43.0,53.0,11.0,22.0,39.0,34.0,31.0,30.0,18.0,17.0,24.0,46.0,45.0,71.0,70.0,67.0,59.0,60.0,55.0,50.0,40.0,43.0,0.8,0.8,0.7,0.8,1.2,3.3,8.3,1.9,4.9
1.0,22.0,18.0,13.0,13.0,11.0,22.0,25.0,34.0,38.0,18.0,8.0,16.0,24.0,37.0,58.0,51.0,63.0,60.0,0.24,0.26,0.34,0.56,0.79,1.05,0.3,0.37,0.43,0.05,0.07,0.09,0.19,0.31,0.5,0.13,0.18,0.16,1.2,1.1,1.6,8.4,17.0,17.0,2.2,4.8,5.3,3.1,4.3,9.4,19.0,26.0,36.0,8.4,17.0,24.0,4.3,5.5,11.0,27.0,43.0,53.0,11.0,22.0,29.0,34.0,31.0,30.0,18.0,17.0,24.0,46.0,45.0,46.0,70.0,67.0,59.0,60.0,55.0,50.0,40.0,43.0,49.0,0.8,0.7,0.8,1.2,3.3,8.3,1.9,4.9,8.3
1.0,18.0,13.0,13.0,11.0,22.0,25.0,34.0,38.0,50.0,8.0,16.0,24.0,37.0,58.0,51.0,63.0,60.0,75.0,0.26,0.34,0.56,0.79,1.05,0.3,0.37,0.43,0.42,0.07,0.09,0.19,0.31,0.5,0.13,0.18,0.16,0.15,1.1,1.6,8.4,17.0,17.0,2.2,4.8,5.3,3.5,4.3,9.4,19.0,26.0,36.0,8.4,17.0,24.0,18.0,5.5,11.0,27.0,43.0,53.0,11.0,22.0,29.0,21.0,31.0,30.0,18.0,17.0,24.0,46.0,45.0,46.0,58.0,67.0,59.0,60.0,55.0,50.0,40.0,43.0,49.0,53.0,0.7,0.8,1.2,3.3,8.3,1.9,4.9,8.3,4.1
1.0,13.0,13.0,11.0,22.0,25.0,34.0,38.0,50.0,53.0,16.0,24.0,37.0,58.0,51.0,63.0,60.0,75.0,71.0,0.34,0.56,0.79,1.05,0.3,0.37,0.43,0.42,0.34,0.09,0.19,0.31,0.5,0.13,0.18,0.16,0.15,0.12,1.6,8.4,17.0,17.0,2.2,4.8,5.3,3.5,2.3,9.4,19.0,26.0,36.0,8.4,17.0,24.0,18.0,12.0,11.0,27.0,43.0,53.0,11.0,22.0,29.0,21.0,14.0,30.0,18.0,17.0,24.0,46.0,45.0,46.0,58.0,62.0,59.0,60.0,55.0,50.0,40.0,43.0,49.0,53.0,47.0,0.8,1.2,3.3,8.3,1.9,4.9,8.3,4.1,2.8
1.0,13.0,11.0,22.0,25.0,34.0,38.0,50.0,53.0,43.0,24.0,37.0,58.0,51.0,63.0,60.0,75.0,71.0,66.0,0.56,0.79,1.05,0.3,0.37,0.43,0.42,0.34,0.35,0.19,0.31,0.5,0.13,0.18,0.16,0.15,0.12,0.16,8.4,17.0,17.0,2.2,4.8,5.3,3.5,2.3,2.4,19.0,26.0,36.0,8.4,17.0,24.0,18.0,12.0,16.0,27.0,43.0,53.0,11.0,22.0,29.0,21.0,14.0,18.0,18.0,17.0,24.0,46.0,45.0,46.0,58.0,62.0,58.0,60.0,55.0,50.0,40.0,43.0,49.0,53.0,47.0,48.0,1.2,3.3,8.3,1.9,4.9,8.3,4.1,2.8,4.1
1.0,11.0,22.0,25.0,34.0,38.0,50.0,53.0,43.0,43.0,37.0,58.0,51.0,63.0,60.0,75.0,71.0,66.0,69.0,0.79,1.05,0.3,0.37,0.43,0.42,0.34,0.35,0.38,0.31,0.5,0.13,0.18,0.16,0.15,0.12,0.16,0.23,17.0,17.0,2.2,4.8,5.3,3.5,2.3,2.4,2.4,26.0,36.0,8.4,17.0,24.0,18.0,12.0,16.0,18.0,43.0,53.0,11.0,22.0,29.0,21.0,14.0,18.0,20.0,17.0,24.0,46.0,45.0,46.0,58.0,62.0,58.0,55.0,55.0,50.0,40.0,43.0,49.0,53.0,47.0,48.0,53.0,3.3,8.3,1.9,4.9,8.3,4.1,2.8,4.1,4.6
1.0,22.0,25.0,34.0,38.0,50.0,53.0,43.0,43.0,45.0,58.0,51.0,63.0,60.0,75.0,71.0,66.0,69.0,65.0,1.05,0.3,0.37,0.43,0.42,0.34,0.35,0.38,0.61,0.5,0.13,0.18,0.16,0.15,0.12,0.16,0.23,0.32,17.0,2.2,4.8,5.3,3.5,2.3,2.4,2.4,3.5,36.0,8.4,17.0,24.0,18.0,12.0,16.0,18.0,25.0,53.0,11.0,22.0,29.0,21.0,14.0,18.0,20.0,28.0,24.0,46.0,45.0,46.0,58.0,62.0,58.0,55.0,33.0,50.0,40.0,43.0,49.0,53.0,47.0,48.0,53.0,62.0,8.3,1.9,4.9,8.3,4.1,2.8,4.1,4.6,3.0
1.0,25.0,34.0,38.0,50.0,53.0,43.0,43.0,45.0,46.0,51.0,63.0,60.0,75.0,71.0,66.0,69.0,65.0,61.0,0.3,0.37,0.43,0.42,0.34,0.35,0.38,0.61,0.44,0.13,0.18,0.16,0.15,0.12,0.16,0.23,0.32,0.18,2.2,4.8,5.3,3.5,2.3,2.4,2.4,3.5,1.5,8.4,17.0,24.0,18.0,12.0,16.0,18.0,25.0,15.0,11.0,22.0,29.0,21.0,14.0,18.0,20.0,28.0,16.0,46.0,45.0,46.0,58.0,62.0,58.0,55.0,33.0,40.0,40.0,43.0,49.0,53.0,47.0,48.0,53.0,62.0,65.0,1.9,4.9,8.3,4.1,2.8,4.1,4.6,3.0,2.4
1.0,34.0,38.0,50.0,53.0,43.0,43.0,45.0,46.0,32.0,63.0,60.0,75.0,71.0,66.0,69.0,65.0,61.0,64.0,0.37,0.43,0.42,0.34,0.35,0.38,0.61,0.44,0.4,0.18,0.16,0.15,0.12,0.16,0.23,0.32,0.18,0.15,4.8,5.3,3.5,2.3,2.4,2.4,3.5,1.5,1.4,17.0,24.0,18.0,12.0,16.0,18.0,25.0,15.0,12.0,22.0,29.0,21.0,14.0,18.0,20.0,28.0,16.0,13.0,45.0,46.0,58.0,62.0,58.0,55.0,33.0,40.0,38.0,43.0,49.0,53.0,47.0,48.0,53.0,62.0,65.0,66.0,4.9,8.3,4.1,2.8,4.1,4.6,3.0,2.4,1.8
1.0,38.0,50.0,53.0,43.0,43.0,45.0,46.0,32.0,16.0,60.0,75.0,71.0,66.0,69.0,65.0,61.0,64.0,62.0,0.43,0.42,0.34,0.35,0.38,0.61,0.44,0.4,0.4,0.16,0.15,0.12,0.16,0.23,0.32,0.18,0.15,0.23,5.3,3.5,2.3,2.4,2.4,3.5,1.5,1.4,1.5,24.0,18.0,12.0,16.0,18.0,25.0,15.0,12.0,13.0,29.0,21.0,14.0,18.0,20.0,28.0,16.0,13.0,14.0,46.0,58.0,62.0,58.0,55.0,33.0,40.0,38.0,32.0,49.0,53.0,47.0,48.0,53.0,62.0,65.0,66.0,69.0,8.3,4.1,2.8,4.1,4.6,3.0,2.4,1.8,1.5
1.0,50.0,53.0,43.0,43.0,45.0,46.0,32.0,16.0,19.0,75.0,71.0,66.0,69.0,65.0,61.0,64.0,62.0,57.0,0.42,0.34,0.35,0.38,0.61,0.44,0.4,0.4,0.55,0.15,0.12,0.16,0.23,0.32,0.18,0.15,0.23,0.29,3.5,2.3,2.4,2.4,3.5,1.5,1.4,1.5,1.5,18.0,12.0,16.0,18.0,25.0,15.0,12.0,13.0,21.0,21.0,14.0,18.0,20.0,28.0,16.0,13.0,14.0,22.0,58.0,62.0,58.0,55.0,33.0,40.0,38.0,32.0,20.0,53.0,47.0,48.0,53.0,62.0,65.0,66.0,69.0,71.0,4.1,2.8,4.1,4.6,3.0,2.4,1.8,1.5,1.9
